StockID,Date,Time,Open,High,Low,Close,Volume
GOOG," ",,,,,,
YHOO," ",,,,,,
BABA," ",,,,,,
SINA," ",,,,,,
BAC," ",,,,,,
TSLA," ",,,,,,
TCEHY," ",,,,,,
COP," ",,,,,,
NTES," ",,,,,,
WUBA," ",,,,,,
